listing_id,price,number_of_reviews,availability_365
8899476,85.0,270.0,227.0
8900026,450.0,2.0,0.0
8901538,60.0,8.0,363.0
8901901,95.0,5.0,0.0
8903147,38.0,50.0,267.0
8903855,150.0,0.0,0.0
8904076,125.0,2.0,0.0
8904662,125.0,1.0,0.0
8905176,130.0,0.0,0.0
8905651,59.0,59.0,119.0
8906260,65.0,32.0,16.0
8907184,259.0,222.0,250.0
8907362,90.0,0.0,0.0
8914109,60.0,22.0,0.0
8914649,95.0,20.0,191.0
8915246,45.0,1.0,0.0
8916387,133.0,38.0,2.0
8916716,259.0,103.0,34.0
8916960,150.0,40.0,279.0
8920714,35.0,0.0,0.0
8920794,139.0,6.0,0.0
8920816,39.0,6.0,0.0
8920988,125.0,0.0,0.0
8921125,434.0,1.0,0.0
8924038,500.0,0.0,0.0
8924552,100.0,2.0,0.0
8924966,99.0,40.0,128.0
8925072,70.0,57.0,333.0
8925082,200.0,0.0,0.0
8929521,88.0,64.0,68.0
8930935,115.0,0.0,0.0
8931373,75.0,0.0,0.0
8931635,140.0,59.0,126.0
8932049,80.0,16.0,345.0
8932929,44.0,1.0,0.0
8934119,269.0,0.0,337.0
8935528,150.0,0.0,0.0
8936266,299.0,4.0,0.0
8937816,195.0,85.0,63.0
8939341,140.0,8.0,0.0
8940685,180.0,1.0,0.0
8941092,84.0,0.0,0.0
8941820,70.0,138.0,54.0
8942272,55.0,4.0,365.0
8942360,65.0,1.0,0.0
8942367,45.0,18.0,250.0
8942467,96.0,93.0,73.0
8943358,82.0,228.0,28.0
8948898,150.0,6.0,0.0
8949503,125.0,1.0,0.0
8950064,115.0,1.0,0.0
8950419,145.0,60.0,15.0
8951083,169.0,22.0,39.0
8951315,75.0,15.0,355.0
8951480,100.0,2.0,0.0
8951763,69.0,1.0,0.0
8952816,45.0,137.0,283.0
8953050,75.0,0.0,0.0
8953200,55.0,143.0,276.0
8953404,55.0,78.0,311.0
8953625,48.0,150.0,323.0
8954037,50.0,99.0,341.0
8955506,56.0,1.0,0.0
8955543,65.0,13.0,319.0
8955750,140.0,74.0,2.0
8956253,95.0,57.0,209.0
8957187,73.0,92.0,177.0
8957189,230.0,0.0,0.0
8963790,180.0,2.0,0.0
8963968,47.0,8.0,0.0
8964008,55.0,5.0,0.0
8964308,125.0,10.0,0.0
8964446,60.0,5.0,0.0
8964740,104.0,0.0,0.0
8966368,225.0,1.0,0.0
8971258,169.0,30.0,345.0
8971863,45.0,7.0,124.0
8972219,130.0,4.0,0.0
8972807,53.0,1.0,0.0
8972957,150.0,121.0,287.0
8973075,140.0,13.0,0.0
8973292,295.0,0.0,0.0
8973682,98.0,1.0,0.0
8973873,120.0,88.0,49.0
8974121,170.0,1.0,0.0
8974316,47.0,19.0,210.0
8975190,129.0,137.0,133.0
8975201,119.0,174.0,65.0
8980303,99.0,0.0,0.0
8984018,225.0,0.0,0.0
8984085,50.0,24.0,0.0
8985316,100.0,16.0,49.0
8985856,55.0,3.0,0.0
8986308,155.0,0.0,0.0
8986585,275.0,51.0,0.0
8987285,65.0,6.0,156.0
8987462,170.0,28.0,0.0
8988451,95.0,6.0,173.0
8988997,129.0,0.0,164.0
8989320,175.0,186.0,187.0
8989430,136.0,0.0,349.0
8990063,190.0,0.0,0.0
8990116,150.0,19.0,0.0
8990988,75.0,6.0,0.0
8992423,590.0,0.0,0.0
8992666,169.0,0.0,0.0
8992714,51.0,2.0,0.0
8992894,899.0,52.0,287.0
8993461,90.0,0.0,0.0
8993857,25.0,8.0,343.0
8993871,65.0,123.0,333.0
8993887,42.0,122.0,340.0
8994025,40.0,12.0,0.0
8994058,60.0,9.0,361.0
8994197,157.0,2.0,0.0
8994423,170.0,1.0,0.0
8995042,50.0,15.0,217.0
8995426,55.0,33.0,293.0
9002096,45.0,3.0,0.0
9003691,109.0,1.0,184.0
9004946,105.0,131.0,55.0
9004969,150.0,48.0,326.0
9005771,45.0,1.0,0.0
9006920,40.0,5.0,365.0
9007591,105.0,32.0,312.0
9007767,135.0,8.0,282.0
9010782,180.0,0.0,0.0
9011614,150.0,1.0,0.0
9013280,70.0,77.0,274.0
9013350,120.0,28.0,294.0
9014126,89.0,0.0,0.0
9014320,100.0,5.0,0.0
9015649,125.0,27.0,80.0
9016650,170.0,190.0,260.0
9022118,80.0,1.0,0.0
9022913,249.0,5.0,360.0
9023240,350.0,4.0,0.0
9024193,175.0,0.0,365.0
9024549,120.0,0.0,365.0
9024661,230.0,0.0,332.0
9024747,100.0,0.0,0.0
9024874,139.0,11.0,0.0
9025421,89.0,5.0,2.0
9025565,159.0,6.0,343.0
9025602,229.0,0.0,184.0
9026203,70.0,67.0,40.0
9026474,125.0,0.0,0.0
9026479,200.0,10.0,0.0
9026485,169.0,2.0,364.0
9027607,175.0,0.0,0.0
9028399,150.0,0.0,0.0
9028493,90.0,116.0,76.0
9028527,165.0,0.0,0.0
9028589,305.0,175.0,132.0
9028839,200.0,0.0,0.0
9029289,88.0,71.0,95.0
9030997,110.0,69.0,5.0
9031216,42.0,0.0,0.0
9033081,150.0,11.0,0.0
9033218,50.0,6.0,0.0
9035181,125.0,3.0,0.0
9036422,125.0,4.0,0.0
9037702,80.0,1.0,0.0
9039236,75.0,0.0,0.0
9040796,120.0,4.0,0.0
9040931,79.0,1.0,0.0
9042254,90.0,0.0,0.0
9043652,190.0,10.0,41.0
9043722,239.0,2.0,186.0
9043905,200.0,29.0,0.0
9045427,200.0,1.0,0.0
9045876,175.0,44.0,193.0
9046095,200.0,1.0,0.0
9046203,130.0,129.0,163.0
9046808,95.0,2.0,0.0
9047417,140.0,3.0,0.0
9047816,100.0,46.0,284.0
9048630,75.0,1.0,89.0
9049505,74.0,0.0,0.0
9049582,80.0,17.0,0.0
9049607,60.0,1.0,0.0
9050105,125.0,125.0,229.0
9050144,80.0,2.0,0.0
9050373,97.0,22.0,2.0
9050597,79.0,0.0,0.0
9051314,110.0,2.0,0.0
9051437,140.0,60.0,37.0
9051763,57.0,14.0,216.0
9052018,195.0,0.0,0.0
9057283,175.0,0.0,333.0
9058854,50.0,1.0,0.0
9059397,180.0,1.0,0.0
9061117,180.0,0.0,0.0
9061331,180.0,18.0,29.0
9062257,100.0,13.0,0.0
9062515,175.0,21.0,38.0
9063028,210.0,0.0,0.0
9063139,100.0,3.0,0.0
9063266,250.0,1.0,0.0
9063376,55.0,0.0,0.0
9063972,80.0,0.0,0.0
9064238,103.0,0.0,0.0
9064688,150.0,1.0,0.0
9064714,90.0,34.0,3.0
9065297,150.0,6.0,37.0
9066389,190.0,2.0,0.0
9073600,95.0,0.0,0.0
9074702,75.0,91.0,0.0
9074921,150.0,12.0,0.0
9074963,48.0,0.0,0.0
9075249,65.0,8.0,18.0
9077858,27.0,7.0,342.0
9078222,150.0,123.0,263.0
9078632,75.0,53.0,0.0
9078739,80.0,38.0,0.0
9079335,185.0,4.0,0.0
9079542,55.0,2.0,0.0
9079628,98.0,12.0,320.0
9079871,165.0,232.0,231.0
9080286,75.0,40.0,0.0
9087285,145.0,3.0,0.0
9089306,135.0,10.0,0.0
9089397,50.0,1.0,0.0
9090351,100.0,25.0,0.0
9091373,100.0,0.0,0.0
9091710,130.0,6.0,0.0
9092024,145.0,1.0,0.0
9092331,45.0,0.0,0.0
9092903,120.0,9.0,0.0
9093219,90.0,67.0,211.0
9093261,190.0,0.0,0.0
9093358,250.0,3.0,0.0
9093389,90.0,1.0,0.0
9093866,165.0,7.0,139.0
9093991,175.0,9.0,0.0
9096381,120.0,74.0,333.0
9096478,85.0,3.0,0.0
9096630,90.0,1.0,0.0
9096938,70.0,9.0,0.0
9104108,110.0,1.0,0.0
9104505,239.0,0.0,186.0
9104995,125.0,8.0,56.0
9105223,239.0,0.0,186.0
9105853,55.0,0.0,0.0
9106735,195.0,5.0,0.0
9106756,150.0,0.0,42.0
9106907,104.0,65.0,0.0
9107046,95.0,0.0,0.0
9107118,45.0,2.0,0.0
9107450,210.0,0.0,0.0
9107626,189.0,0.0,365.0
9107681,40.0,1.0,0.0
9107772,100.0,17.0,0.0
9107788,295.0,2.0,0.0
9107846,75.0,123.0,80.0
9108196,34.0,71.0,282.0
9108295,200.0,0.0,0.0
9110077,75.0,6.0,0.0
9110135,110.0,85.0,304.0
9111561,100.0,0.0,0.0
9112240,185.0,2.0,0.0
9112463,145.0,49.0,76.0
9112676,250.0,34.0,147.0
9112776,55.0,0.0,0.0
9113032,145.0,98.0,88.0
9113702,150.0,0.0,0.0
9114642,70.0,0.0,0.0
9114773,195.0,4.0,0.0
9115251,86.0,3.0,0.0
9115536,120.0,0.0,190.0
9115832,60.0,0.0,0.0
9116018,65.0,17.0,280.0
9116126,199.0,17.0,114.0
9116734,55.0,67.0,110.0
9116752,150.0,40.0,0.0
9116831,165.0,0.0,0.0
9116868,100.0,3.0,0.0
9117817,149.0,26.0,360.0
9117976,36.0,1.0,0.0
9118958,50.0,3.0,346.0
9121896,50.0,66.0,180.0
9125862,300.0,0.0,0.0
9125917,73.0,4.0,0.0
9125932,100.0,3.0,211.0
9127011,193.0,8.0,0.0
9127163,79.0,4.0,180.0
9128491,60.0,2.0,0.0
9129113,60.0,1.0,0.0
9130275,159.0,188.0,157.0
9132614,75.0,2.0,0.0
9132731,750.0,6.0,365.0
9132760,235.0,2.0,0.0
9132807,139.0,0.0,360.0
9133278,41.0,124.0,37.0
9133645,220.0,93.0,293.0
9133959,120.0,0.0,365.0
9136581,180.0,5.0,0.0
9136814,185.0,10.0,0.0
9137194,225.0,1.0,0.0
9137941,200.0,0.0,0.0
9138319,150.0,9.0,6.0
9138664,74.0,6.0,5.0
9140055,49.0,136.0,200.0
9144999,140.0,1.0,0.0
9145070,180.0,43.0,0.0
9145150,50.0,2.0,0.0
9145202,47.0,629.0,333.0
9146175,245.0,1.0,331.0
9146595,115.0,131.0,241.0
9146709,50.0,1.0,0.0
9147025,110.0,112.0,162.0
9147431,125.0,26.0,292.0
9148875,150.0,90.0,37.0
9149182,139.0,1.0,0.0
9149435,220.0,0.0,0.0
9149930,150.0,10.0,241.0
9150194,79.0,78.0,58.0
9151490,240.0,1.0,0.0
9151677,115.0,1.0,0.0
9152795,120.0,184.0,262.0
9152932,200.0,1.0,0.0
9152965,200.0,1.0,0.0
9153256,150.0,1.0,0.0
9155206,165.0,53.0,289.0
9155212,85.0,10.0,36.0
9155475,130.0,4.0,0.0
9155741,85.0,1.0,0.0
9156676,90.0,82.0,351.0
9157504,120.0,0.0,0.0
9162161,70.0,2.0,341.0
9165191,40.0,8.0,289.0
9166769,55.0,24.0,0.0
9167889,130.0,210.0,237.0
9168009,60.0,1.0,0.0
9168809,65.0,71.0,0.0
9170129,249.0,107.0,249.0
9171140,75.0,1.0,0.0
9172067,500.0,2.0,0.0
9172192,169.0,66.0,231.0
9172277,300.0,0.0,0.0
9173061,95.0,6.0,0.0
9173352,69.0,0.0,334.0
9174180,240.0,0.0,0.0
9175286,120.0,1.0,0.0
9175459,180.0,13.0,4.0
9178165,80.0,200.0,58.0
9181483,90.0,72.0,63.0
9182008,140.0,11.0,38.0
9182754,200.0,1.0,0.0
9183131,139.0,3.0,0.0
9184688,250.0,0.0,0.0
9184982,47.0,2.0,0.0
9185329,108.0,19.0,21.0
9185689,85.0,0.0,0.0
9185696,75.0,85.0,332.0
9185754,60.0,2.0,0.0
9186894,80.0,2.0,0.0
9187221,60.0,0.0,0.0
9187379,50.0,9.0,0.0
9191908,120.0,0.0,0.0
9193390,300.0,0.0,0.0
9194620,275.0,4.0,253.0
9195534,100.0,0.0,0.0
9196297,65.0,24.0,0.0
9196408,65.0,2.0,159.0
9197311,350.0,0.0,0.0
9197829,132.0,1.0,0.0
9199020,35.0,25.0,55.0
9199352,150.0,0.0,0.0
9201458,75.0,1.0,0.0
9201479,100.0,2.0,0.0
9201989,89.0,3.0,0.0
9207023,50.0,1.0,0.0
9207124,300.0,0.0,0.0
9208886,50.0,0.0,0.0
9211087,400.0,0.0,0.0
9211258,250.0,0.0,0.0
9211534,70.0,0.0,0.0
9211969,135.0,0.0,0.0
9212510,450.0,9.0,0.0
9214148,80.0,2.0,0.0
9215307,90.0,46.0,16.0
9216664,100.0,1.0,0.0
9217460,90.0,1.0,0.0
9217592,145.0,3.0,0.0
9217707,125.0,6.0,157.0
9217745,50.0,2.0,0.0
9217837,150.0,34.0,0.0
9218051,95.0,2.0,0.0
9219569,125.0,9.0,0.0
9219588,120.0,1.0,0.0
9222165,400.0,124.0,245.0
9227929,201.0,162.0,73.0
9230523,50.0,38.0,98.0
9230605,199.0,5.0,0.0
9230690,49.0,0.0,0.0
9230738,185.0,14.0,4.0
9231083,85.0,8.0,364.0
9231257,89.0,0.0,0.0
9231341,100.0,0.0,0.0
9231791,60.0,3.0,0.0
9232861,132.0,5.0,220.0
9233068,125.0,0.0,0.0
9233338,100.0,10.0,0.0
9233883,175.0,0.0,0.0
9235437,304.0,0.0,176.0
9236348,95.0,0.0,0.0
9237142,100.0,4.0,0.0
9237147,300.0,8.0,181.0
9237600,175.0,0.0,0.0
9237857,300.0,3.0,0.0
9238214,39.0,9.0,0.0
9238295,179.0,9.0,189.0
9238515,20.0,3.0,0.0
9238861,120.0,2.0,0.0
9239252,82.0,0.0,0.0
9240067,170.0,137.0,289.0
9240346,120.0,206.0,278.0
9240606,75.0,42.0,0.0
9241147,110.0,50.0,0.0
9241956,177.0,123.0,261.0
9242243,180.0,10.0,175.0
9247687,70.0,1.0,364.0
9247923,325.0,9.0,0.0
9248049,165.0,193.0,213.0
9248239,75.0,2.0,0.0
9248558,159.0,0.0,365.0
9249597,150.0,1.0,0.0
9249776,150.0,0.0,0.0
9250196,230.0,0.0,363.0
9250241,159.0,1.0,365.0
9250374,250.0,4.0,0.0
9250731,119.0,7.0,0.0
9251088,239.0,0.0,363.0
9253112,80.0,17.0,0.0
9253505,99.0,0.0,0.0
9253823,250.0,12.0,20.0
9253827,125.0,93.0,23.0
9255049,150.0,30.0,284.0
9256750,50.0,71.0,2.0
9259254,200.0,0.0,0.0
9260415,47.0,138.0,353.0
9260616,150.0,1.0,0.0
9260911,299.0,177.0,91.0
9260951,142.0,0.0,0.0
9261302,150.0,0.0,0.0
9261392,88.0,132.0,14.0
9263457,800.0,0.0,0.0
9266394,85.0,0.0,0.0
9269126,169.0,9.0,89.0
9269191,110.0,104.0,155.0
9270122,60.0,1.0,0.0
9271742,110.0,122.0,159.0
9273161,78.0,2.0,0.0
9274832,110.0,0.0,0.0
9275199,46.0,0.0,0.0
9275453,80.0,2.0,0.0
9276587,150.0,12.0,1.0
9276634,199.0,1.0,0.0
9277581,125.0,15.0,0.0
9277608,650.0,130.0,235.0
9278192,58.0,76.0,279.0
9278786,200.0,2.0,0.0
9279920,145.0,0.0,0.0
9280902,98.0,9.0,6.0
9281688,40.0,23.0,130.0
9281747,135.0,123.0,124.0
9282032,250.0,0.0,0.0
9282443,250.0,9.0,44.0
9282987,130.0,4.0,0.0
9283104,60.0,54.0,0.0
9288411,350.0,0.0,0.0
9289159,465.0,46.0,325.0
9291870,126.0,3.0,0.0
9292072,215.0,0.0,0.0
9295059,139.0,18.0,0.0
9296077,200.0,9.0,0.0
9296089,200.0,0.0,0.0
9296598,40.0,1.0,0.0
9296742,55.0,0.0,0.0
9297852,99.0,7.0,0.0
9297960,82.0,0.0,0.0
9298825,185.0,3.0,0.0
9298895,60.0,6.0,0.0
9299515,200.0,0.0,0.0
9299707,140.0,0.0,0.0
9300556,94.0,3.0,355.0
9300634,134.0,2.0,0.0
9301562,60.0,0.0,0.0
9301647,70.0,6.0,233.0
9301755,200.0,1.0,0.0
9302921,90.0,66.0,0.0
9308016,115.0,1.0,0.0
9309192,245.0,6.0,0.0
9310390,375.0,110.0,134.0
9310959,75.0,161.0,183.0
9311761,150.0,2.0,0.0
9312190,159.0,0.0,0.0
9313531,40.0,0.0,342.0
9313758,57.0,10.0,0.0
9314139,425.0,1.0,0.0
9315478,200.0,0.0,0.0
9315567,65.0,11.0,0.0
9315797,65.0,1.0,0.0
9316528,75.0,3.0,0.0
9316653,90.0,0.0,0.0
9317779,100.0,0.0,0.0
9319328,100.0,8.0,0.0
9319688,77.0,1.0,364.0
9324841,165.0,10.0,0.0
9325951,190.0,1.0,0.0
9325979,190.0,119.0,78.0
9327458,45.0,7.0,0.0
9328355,72.0,11.0,251.0
9328578,230.0,52.0,325.0
9329015,250.0,33.0,28.0
9329090,140.0,1.0,223.0
9330135,85.0,0.0,0.0
9330771,99.0,0.0,0.0
9330884,200.0,0.0,0.0
9331036,99.0,3.0,0.0
9331114,140.0,31.0,209.0
9331413,181.0,4.0,188.0
9331520,165.0,166.0,8.0
9331671,175.0,14.0,51.0
9331683,100.0,1.0,0.0
9332872,209.0,178.0,228.0
9332926,110.0,1.0,0.0
9333533,50.0,4.0,0.0
9334086,80.0,3.0,0.0
9334185,75.0,59.0,354.0
9334228,70.0,1.0,0.0
9334365,125.0,1.0,0.0
9334840,70.0,1.0,0.0
9336526,180.0,0.0,0.0
9339253,100.0,7.0,310.0
9340975,200.0,2.0,0.0
9341144,100.0,3.0,0.0
9341196,95.0,0.0,0.0
9341671,150.0,0.0,0.0
9342019,144.0,13.0,288.0
9342478,42.0,0.0,0.0
9343313,95.0,13.0,0.0
9343350,220.0,3.0,0.0
9343634,209.0,7.0,317.0
9344858,118.0,5.0,0.0
9345056,50.0,28.0,0.0
9345131,95.0,0.0,0.0
9345523,85.0,1.0,0.0
9347368,200.0,5.0,0.0
9348111,161.0,21.0,2.0
9348923,110.0,24.0,0.0
9348941,149.0,0.0,0.0
9349010,104.0,5.0,156.0
9349116,200.0,1.0,0.0
9349221,99.0,5.0,0.0
9349950,80.0,12.0,0.0
9350295,400.0,3.0,0.0
9350645,98.0,3.0,0.0
9350729,63.0,2.0,0.0
9351006,69.0,75.0,249.0
9351013,89.0,16.0,36.0
9351679,99.0,4.0,0.0
9352565,140.0,2.0,0.0
9355498,150.0,76.0,274.0
9356909,199.0,6.0,73.0
9358066,120.0,0.0,0.0
9358718,175.0,0.0,0.0
9359564,300.0,25.0,0.0
9359933,40.0,3.0,0.0
9360968,100.0,22.0,0.0
9361107,170.0,127.0,236.0
9361349,120.0,6.0,0.0
9362344,60.0,145.0,313.0
9362388,90.0,7.0,269.0
9362527,60.0,1.0,0.0
9362788,450.0,0.0,0.0
9363966,75.0,0.0,0.0
9364184,170.0,11.0,0.0
9364626,75.0,0.0,0.0
9364750,75.0,0.0,1.0
9365025,80.0,0.0,0.0
9365126,139.0,10.0,0.0
9365176,250.0,10.0,0.0
9365502,150.0,1.0,0.0
9366053,90.0,6.0,0.0
9366256,55.0,14.0,8.0
9366707,296.0,24.0,0.0
9366904,150.0,9.0,89.0
9367337,139.0,30.0,357.0
9367923,249.0,0.0,0.0
9368365,250.0,0.0,0.0
9368754,205.0,2.0,0.0
9369426,90.0,2.0,0.0
9369514,25.0,5.0,365.0
9370370,65.0,32.0,67.0
9370538,250.0,1.0,0.0
9370896,140.0,12.0,339.0
9371009,110.0,4.0,0.0
9371045,200.0,0.0,0.0
9371171,120.0,79.0,307.0
9371173,120.0,0.0,0.0
9373167,110.0,2.0,188.0
9374263,200.0,68.0,365.0
9377185,60.0,1.0,0.0
9379983,205.0,1.0,0.0
9380474,50.0,4.0,0.0
9381315,183.0,1.0,0.0
9381449,125.0,0.0,0.0
9381657,70.0,47.0,54.0
9382195,90.0,7.0,0.0
9382719,375.0,23.0,364.0
9383071,50.0,6.0,10.0
9383406,199.0,49.0,230.0
9384367,130.0,0.0,0.0
9384723,285.0,5.0,365.0
9384981,72.0,100.0,113.0
9385790,36.0,14.0,15.0
9386923,84.0,48.0,263.0
9387120,100.0,1.0,0.0
9387436,130.0,16.0,262.0
9387914,285.0,1.0,0.0
9390084,175.0,0.0,0.0
9390729,465.0,74.0,62.0
9391430,175.0,6.0,0.0
9391509,165.0,201.0,212.0
9391541,156.0,1.0,252.0
9391609,191.0,0.0,341.0
9392042,160.0,1.0,0.0
9393005,305.0,0.0,0.0
9393127,200.0,52.0,74.0
9393134,260.0,4.0,0.0
9393314,105.0,0.0,0.0
9393332,85.0,0.0,0.0
9393343,100.0,2.0,0.0
9393610,79.0,0.0,0.0
9393674,120.0,125.0,177.0
9393885,300.0,0.0,0.0
9394188,65.0,2.0,356.0
9394266,100.0,151.0,0.0
9394419,127.0,7.0,0.0
9395128,49.0,21.0,311.0
9396442,108.0,11.0,0.0
9400570,121.0,0.0,0.0
9401453,180.0,1.0,0.0
9401508,34.0,34.0,7.0
9401601,180.0,0.0,0.0
9401880,250.0,2.0,365.0
9402784,100.0,3.0,78.0
9403937,175.0,0.0,265.0
9404068,175.0,7.0,280.0
9404707,190.0,10.0,0.0
9404709,90.0,6.0,0.0
9404985,160.0,143.0,215.0
9405124,51.0,1.0,0.0
9405466,150.0,1.0,0.0
9405895,325.0,16.0,103.0
9407719,99.0,9.0,42.0
9407921,150.0,0.0,0.0
9408123,280.0,13.0,363.0
9408218,110.0,166.0,229.0
9408391,100.0,0.0,0.0
9409457,125.0,127.0,126.0
9409873,275.0,18.0,85.0
9410042,308.0,22.0,109.0
9410527,200.0,3.0,0.0
9410580,60.0,136.0,48.0
9411914,65.0,2.0,0.0
9412276,110.0,0.0,0.0
9412522,189.0,8.0,354.0
9412636,60.0,1.0,0.0
9412913,90.0,0.0,0.0
9413287,65.0,1.0,0.0
9413809,128.0,37.0,0.0
9414019,200.0,19.0,0.0
9414237,120.0,0.0,0.0
9414317,75.0,67.0,296.0
9414496,69.0,1.0,0.0
9414521,120.0,3.0,0.0
9415026,95.0,1.0,0.0
9415109,142.0,18.0,0.0
9415568,210.0,0.0,365.0
9415685,155.0,14.0,90.0
9415828,300.0,3.0,0.0
9416007,70.0,46.0,92.0
9416198,180.0,156.0,22.0
9420768,70.0,17.0,0.0
9422196,95.0,1.0,0.0
9422573,100.0,83.0,224.0
9423397,129.0,89.0,72.0
9424217,62.0,0.0,174.0
9425220,40.0,2.0,0.0
9425357,90.0,3.0,6.0
9425524,42.0,1.0,0.0
9426406,125.0,0.0,0.0
9426418,100.0,0.0,0.0
9426526,70.0,1.0,365.0
9427331,108.0,4.0,0.0
9427868,500.0,20.0,243.0
9428356,115.0,0.0,0.0
9429015,275.0,4.0,0.0
9430502,40.0,0.0,0.0
9431085,289.0,128.0,92.0
9433088,130.0,102.0,288.0
9434105,55.0,125.0,1.0
9434432,125.0,0.0,0.0
9434464,130.0,94.0,27.0
9434495,60.0,62.0,107.0
9434513,99.0,140.0,363.0
9434801,50.0,12.0,0.0
9435315,78.0,0.0,0.0
9435428,150.0,1.0,0.0
9435503,90.0,62.0,320.0
9435931,275.0,77.0,6.0
9436038,70.0,3.0,339.0
9436049,39.0,0.0,0.0
9436311,185.0,177.0,216.0
9437085,49.0,0.0,0.0
9437574,69.0,30.0,0.0
9443911,330.0,84.0,327.0
9444324,110.0,0.0,7.0
9444819,450.0,0.0,0.0
9444997,150.0,2.0,0.0
9445342,80.0,10.0,357.0
9445501,80.0,5.0,365.0
9445593,310.0,117.0,57.0
9445789,70.0,5.0,341.0
9447274,325.0,2.0,0.0
9450180,65.0,13.0,167.0
9451126,155.0,128.0,0.0
9451334,45.0,2.0,0.0
9451492,125.0,148.0,129.0
9451597,49.0,213.0,30.0
9451768,150.0,0.0,0.0
9451784,80.0,4.0,0.0
9452124,145.0,152.0,200.0
9452237,125.0,38.0,330.0
9452728,60.0,95.0,80.0
9452887,50.0,70.0,25.0
9453245,70.0,0.0,0.0
9453653,531.0,119.0,353.0
9457270,199.0,81.0,318.0
9457285,214.0,151.0,219.0
9457917,70.0,0.0,0.0
9458150,105.0,1.0,0.0
9458704,240.0,64.0,262.0
9459037,114.0,74.0,350.0
9459232,45.0,1.0,0.0
9460093,45.0,0.0,0.0
9461187,143.0,0.0,0.0
9461236,145.0,18.0,157.0
9461660,90.0,0.0,0.0
9461669,75.0,14.0,352.0
9461803,225.0,49.0,322.0
9461851,150.0,51.0,0.0
9462694,150.0,1.0,0.0
9463039,182.0,6.0,32.0
9463261,62.0,0.0,0.0
9464046,65.0,3.0,0.0
9464137,175.0,15.0,0.0
9464318,525.0,11.0,159.0
9464543,98.0,1.0,0.0
9464605,61.0,21.0,16.0
9464835,159.0,21.0,141.0
9466003,68.0,0.0,0.0
9469009,69.0,11.0,226.0
9469827,125.0,0.0,0.0
9470528,115.0,132.0,71.0
9470554,85.0,99.0,21.0
9470677,209.0,116.0,168.0
9471893,225.0,1.0,0.0
9471997,100.0,1.0,0.0
9473492,55.0,1.0,0.0
9473646,80.0,11.0,0.0
9473837,80.0,1.0,0.0
9473889,85.0,9.0,216.0
9474607,280.0,0.0,0.0
9475052,125.0,180.0,116.0
9475136,90.0,0.0,0.0
9475494,175.0,1.0,0.0
9475907,150.0,0.0,0.0
9476198,180.0,51.0,6.0
9476212,250.0,0.0,0.0
9476397,60.0,49.0,0.0
9476449,200.0,2.0,0.0
9476774,295.0,2.0,332.0
9476831,40.0,1.0,0.0
9476850,150.0,39.0,0.0
9477096,40.0,1.0,0.0
9477359,180.0,1.0,0.0
9477489,145.0,106.0,249.0
9477988,175.0,11.0,0.0
9478196,275.0,4.0,0.0
9478370,115.0,6.0,0.0
9479084,175.0,3.0,0.0
9479324,65.0,0.0,0.0
9479348,345.0,16.0,206.0
9484346,150.0,3.0,0.0
9484892,75.0,2.0,0.0
9485047,219.0,130.0,329.0
9485566,300.0,0.0,0.0
9485606,225.0,76.0,360.0
9486111,275.0,95.0,248.0
9486229,350.0,47.0,283.0
9486332,175.0,0.0,0.0
9486961,60.0,3.0,0.0
9487424,350.0,0.0,0.0
9487497,119.0,37.0,85.0
9487684,175.0,2.0,0.0
9488285,335.0,21.0,304.0
9488756,70.0,2.0,0.0
9488762,180.0,0.0,0.0
9488878,299.0,114.0,282.0
9489073,99.0,13.0,127.0
9490080,95.0,0.0,0.0
9490600,50.0,0.0,0.0
9490959,150.0,59.0,19.0
9491126,655.0,1.0,0.0
9491448,99.0,5.0,0.0
9492069,250.0,0.0,0.0
9492678,450.0,0.0,0.0
9492750,190.0,102.0,281.0
9492969,58.0,0.0,0.0
9493142,70.0,0.0,0.0
9493324,41.0,1.0,0.0
9494304,325.0,5.0,358.0
9495205,180.0,0.0,0.0
9495238,95.0,2.0,0.0
9495907,500.0,0.0,0.0
9496094,160.0,2.0,0.0
9496137,303.0,0.0,0.0
9496176,400.0,15.0,78.0
9496213,46.0,2.0,0.0
9496372,132.0,1.0,0.0
9496398,125.0,0.0,0.0
9496559,50.0,0.0,129.0
9497513,45.0,0.0,320.0
9502150,165.0,42.0,281.0
9504043,79.0,0.0,0.0
9504843,215.0,0.0,0.0
9505047,80.0,11.0,0.0
9505268,150.0,1.0,0.0
9505449,62.0,4.0,0.0
9505990,68.0,1.0,0.0
9506014,300.0,7.0,82.0
9507100,149.0,4.0,0.0
9507112,200.0,7.0,0.0
9507521,275.0,2.0,0.0
9508202,110.0,0.0,0.0
9508780,83.0,0.0,0.0
9509148,150.0,116.0,165.0
9509218,166.0,54.0,0.0
9509369,79.0,4.0,0.0
9510158,220.0,49.0,251.0
9510385,70.0,26.0,128.0
9511490,60.0,6.0,188.0
9511685,80.0,1.0,0.0
9512372,50.0,10.0,359.0
9512472,120.0,0.0,0.0
9513152,50.0,1.0,0.0
9513278,185.0,2.0,0.0
9513287,320.0,0.0,25.0
9513379,45.0,0.0,0.0
9513511,85.0,9.0,364.0
9513743,300.0,5.0,263.0
9514193,199.0,36.0,164.0
9514730,150.0,0.0,0.0
9514772,50.0,2.0,0.0
9514805,180.0,0.0,0.0
9514860,299.0,0.0,0.0
9514935,66.0,0.0,0.0
9515597,410.0,0.0,0.0
9515733,200.0,8.0,0.0
